explanations,datasets,attributed_fns,methods,reversed,Value
deeplift,any,logit,baseline,original,"[-1.6480093   1.3146183   1.8348463   0.30008864  0.8431919   0.09814778
 -0.588255    1.8637842  -0.5342761   0.27957654  1.6866827 ]"
deeplift,any,logit,baseline,original,[10.324968  -1.8578919 10.1658125]
deeplift,any,logit,baseline,original,"[-0.07915419 -1.6933864   0.300008   -1.7011569   0.6417979  -0.4324653
 -0.18507087 -0.3316825   0.25985432  1.1806185  -0.7880426  -1.334584
 -0.47047418 -0.30557132 -0.26796553  3.4751341 ]"
deeplift,any,logit,baseline,original,"[ 0.36785656 -0.5232978   0.27631477  1.3282205  -0.1877379  -0.12830128
 -0.56526685 -0.33363336  0.3907617   1.1768556   0.29980668 -0.00806622
  0.5410739   0.07164192  1.4731387   0.53280056 -0.45319277  1.2269481
  6.61547   ]"
deeplift,any,logit,baseline,original,"[-2.4443414   0.21745208  1.179231    1.0975196  -0.27038306 -0.14834401
  7.2574778 ]"
deeplift,any,logit,baseline,original,"[-1.4581548  -2.085622    0.21512248 -0.21569195  0.03547359 -0.37000343
 -0.34819874  0.25772712 -1.7382791   0.61128587  2.3510442 ]"
deeplift,any,logit,baseline,original,"[-2.4308589  -1.2907784  -0.36727148 -0.6225066  -0.5816932  -0.7268841
 -0.4413724  -0.08480877 -0.3030019  -1.7818244   0.47364396  0.7585973
 -0.15606508  4.084402  ]"
deeplift,any,logit,baseline,original,[-3.736034  -1.9332443  0.3476592  8.080607 ]
deeplift,any,logit,baseline,original,"[-3.3327186  -0.73806703 -0.22792311 -1.2193501  -0.52279395 -1.2773268
 -0.47673172 -3.8784337  -2.3106458   0.90541375  0.4448396   4.2548985 ]"
deeplift,any,logit,baseline,original,"[-0.5630749   1.6839181   1.0505165   1.180889   -0.19424836  0.8773568
  6.9261045 ]"
deeplift,any,logit,baseline,original,[-1.6493056  -0.73307526  0.6977227   0.5193053   5.007513  ]
deeplift,any,logit,baseline,original,"[ 2.6244645  -4.269535    0.1146642   4.004041    0.7916297   0.7833838
 -0.64166963]"
deeplift,any,logit,baseline,original,[-4.586079    2.8620222  -0.02321839 -0.5118753   7.4567103 ]
deeplift,any,logit,baseline,original,"[ 4.136334   -3.3071775   0.06563545 -1.2874329   0.09183631 -0.37464744
 -0.13991845  0.2820497   0.20555905  0.9129237   2.5382717   0.6534971
  0.91179806  5.9203157 ]"
deeplift,any,logit,baseline,original,"[-4.0820065 -1.2392677 -4.0136237  1.0699643 -2.6690018  1.122428
  2.7116737]"
deeplift,any,logit,baseline,original,[-3.9546185  2.132706   0.3484941  1.108575  10.604995 ]
deeplift,any,logit,baseline,original,"[-0.41561168  0.44145653  0.2812295   1.166162    1.9090408  -1.1135228
  0.2621879   6.411528  ]"
deeplift,any,logit,baseline,original,"[-1.0871129  -2.9749188  -1.4952114  -0.19377953 -0.92732716 -1.5581002
 -1.3116283   4.921424    3.6955373  -1.7202616   0.95694023  1.6758587
  0.8701872   5.3937817 ]"
deeplift,any,logit,baseline,original,[-5.9847093   1.6370242  -0.26221704  7.0542293 ]
deeplift,any,logit,baseline,original,[-12.074784     5.319126    -1.7353868   -0.65496916  13.159482  ]
deeplift,any,logit,baseline,original,"[-0.24245444 -1.9538481  -2.00512    -0.71300197 -1.036062   -0.9400743
 -0.61710185 -0.29674098 -0.9215666   1.7840278  -0.58968824 -0.22001225
 -1.4611228   0.35930997  1.0531131  -0.01958417 -0.2155119   6.2628717 ]"
deeplift,any,logit,baseline,original,"[-4.2395988  -0.81895727  1.7520009   0.36812225 -2.1172116   0.48043016
  0.09984881  0.65652585 -2.389572    8.091847  ]"
deeplift,any,logit,baseline,original,"[ 0.00638567  1.715929    0.51195174 -0.6282279  -0.8098118  -1.7392485
  0.05522874  1.5000112   1.0770675   0.41307622  5.24198   ]"
deeplift,any,logit,baseline,original,[-0.8935765   0.5453444   0.31293356  0.2384012   6.7836347 ]
deeplift,any,logit,baseline,original,"[-2.6833758  -0.05393156 -0.86042297  0.5861992   0.79899466  0.93813646
  1.6835507   7.5295687 ]"
deeplift,any,logit,baseline,original,"[-0.3753337  -0.48272058 -0.7197523   0.13375135  2.5015075  -0.6720187
 -2.9900444   0.8534287   0.80997515  0.7720715   0.7062923  -1.7818251
  2.822304    1.7904572   2.8510213  -0.92672515  9.417651  ]"
deeplift,any,logit,baseline,original,"[-5.466175   -1.5032825  -0.28135931 -0.62174666 -0.62631017  1.9385107
  1.2467873   0.47387606  0.19407433  3.583583  ]"
deeplift,any,logit,baseline,original,[-0.7770907   2.3603191   0.48763058  0.00885709  0.20945853  4.270368  ]
deeplift,any,logit,baseline,original,[-5.066368   2.0529356 -1.2519677 -1.5294945  9.63203  ]
deeplift,any,logit,baseline,original,[-0.7345009   1.8390033   0.10987766  0.2139793   4.446839  ]
deeplift,any,logit,baseline,original,[-4.5445023  -1.05442     1.1253111   1.0620637  -0.35895884  4.6816444 ]
deeplift,any,logit,baseline,original,"[-3.6494372   0.5215668  -0.6461335  -0.26303816  0.5592185   0.3790929
 -1.903697    5.78171   ]"
deeplift,any,logit,baseline,original,[-3.971076    0.20649049 -0.04719781  0.34991974  1.1237456   6.679708  ]
deeplift,any,logit,baseline,original,"[ 0.14630425  0.77778953  0.18011063 -0.6392978  -1.1867498  -0.16740668
 -0.15612185 -0.40031123 -0.6117636   0.14842129  1.6895672  -0.63311255
 -0.07544506  4.530328  ]"
deeplift,any,logit,baseline,original,"[-1.5356548  -0.57160044  1.206064    0.4631831   1.2667103   1.2300606
  4.3376966 ]"
deeplift,any,logit,baseline,original,"[-5.7669907  0.5692724  0.2681802 -1.5113944 -1.3404096  2.5368981
  2.5280077]"
deeplift,any,logit,baseline,original,"[-1.1833116  -0.56361383  0.11316397  0.3213485  -0.5333565   1.2246284
 -0.19455849  0.40387237  0.25291625 -0.39400262  1.6059444  -0.9752413
 -0.7544365  -0.80578375  0.08239775  0.28770208  1.8173833   0.74041104
 -0.06303093 -0.3157934   8.266365  ]"
deeplift,any,logit,baseline,original,"[ 0.48695958 -1.5391688  -0.14539963 -1.7831739  -0.3875286  -0.4329517
 -1.1779096   2.8435893  -0.6468171   1.8504915   8.4709    ]"
deeplift,any,logit,baseline,original,"[-8.849902   -0.33857226  0.21522832  0.95783025 -0.12632295 -2.265046
 -0.47248977 -1.099609   -1.54604     0.7829021   3.275295   -1.0493032
  1.6961195   4.013957  ]"
deeplift,any,logit,baseline,original,"[-1.8921374  -1.1552119   0.35196814 -0.11298364  0.06273209  0.4763404
  0.11397657 -0.02881896 -0.83671784 -1.3137217  -0.15095598  0.61349595
  0.31381625 -0.09267557 -0.2921903   1.2617539   4.278109  ]"
deeplift,any,logit,baseline,original,[ 1.7255771  -2.600239   -0.14035812 -0.2464484   9.313636  ]
deeplift,any,logit,baseline,original,[-0.5047295  2.2348294  0.8773681 10.899417 ]
deeplift,any,logit,baseline,original,[ 1.336333  -4.0542536  0.216263  37.751682 ]
deeplift,any,logit,baseline,original,[ 1.6829336  -0.4101212   0.426342   -0.76526356  2.7319221   4.1324263 ]
deeplift,any,logit,baseline,original,"[-1.3762643  -1.312771   -0.11436192 -0.8495821   0.1473754   0.1965265
 -0.56552094  0.38113582 -0.01565586  0.362924    0.51634026  0.63887763
  0.49766767  0.4815922  -0.08615413  2.1800416   0.09740227]"
deeplift,any,logit,baseline,original,[-6.43799     0.37422264 -0.3172305   0.07007819 11.039589  ]
deeplift,any,logit,baseline,original,[ 1.453658   1.7244515 -1.6790254  2.278575  10.183922 ]
deeplift,any,logit,baseline,original,[-2.7537105  -0.6601505   0.66470826  1.4592899  12.200481  ]
deeplift,any,logit,baseline,original,[-3.8847632   1.7002779  -0.22668764 23.566772  ]
deeplift,any,logit,baseline,original,[ 1.0774134  -0.18774748 -0.12936628 -0.3352474   9.68526   ]
deeplift,any,logit,baseline,original,[-0.6972598 -1.778048  -0.6406754 -1.1782281  8.352872 ]
deeplift,any,logit,baseline,original,"[-2.3892772   0.5321674   0.64303845  0.30896455  0.73613137  0.15356557
 -0.6757611  -0.06351714 -0.1927877   0.36774218 -0.05719774 -0.07120308
 -0.7996098  -0.09014474  0.10561491  5.556024  ]"
deeplift,any,logit,baseline,original,"[-0.57264465 -0.2666748   0.6415976   0.4210133   0.0976363  -0.32919765
 -1.6514996   0.6931372   1.386991   -0.49070346 -4.8822303   0.6313902
  0.73706496 -0.9473852  10.146786  ]"
deeplift,any,logit,baseline,original,"[-5.1698895e+00 -1.3853440e+00  2.3103740e+00  3.5669152e-03
  1.0611473e+00  3.3796763e+00]"
deeplift,any,logit,baseline,original,[ 7.697411  -2.4129863  1.0085917  6.391001 ]
deeplift,any,logit,baseline,original,[2.1521127 1.903404  1.9087887 7.171746 ]
deeplift,any,logit,baseline,original,[ 2.1284096  0.5874383  0.641345  -1.046202  -1.6126729  1.6967609]
deeplift,any,logit,baseline,original,"[ 1.7002035  -2.2155054  -0.925861   -0.9449507  -1.7996814  -0.8266547
 -4.0172477  -1.1779635   0.689676   -1.0274642   0.09430392  0.7081191
  3.3341758 ]"
deeplift,any,logit,baseline,original,[ 1.3669996 -0.6760782 -2.2282796  3.2675896  6.2467866]
deeplift,any,logit,baseline,original,"[-3.212318   -0.94313043 -0.29441118 -0.09668389 -0.17001066 -0.354852
 -0.7471975  -0.80854166 -0.14228219 -0.90260476 -0.20574963  1.7359153
 -0.5269283  -0.53937817 -1.9135319   0.44244167  0.09184916 -0.32316005
  6.8405266 ]"
deeplift,any,logit,baseline,original,[-1.8517241  -0.74690336 -0.77571523 -1.6842715   0.03700465  4.7598586 ]
deeplift,any,logit,baseline,original,[ 2.7945561  -1.185394    1.2262983  -0.24793074  7.4632034 ]
deeplift,any,logit,baseline,original,"[-5.3069961e-01 -5.3822815e-01 -7.8861564e-01 -2.4000144e-01
 -2.1827444e-03  6.5600890e-01 -4.8493221e-01 -1.1244352e+00
 -5.0919480e+00  1.4910184e+00 -6.3166189e-01  1.2912343e+00
 -2.7912912e+00  6.8624467e-03  9.8192844e+00]"
deeplift,any,logit,baseline,original,"[-2.6197066   1.3839741  -6.740493    0.6484075  -0.3363452  -0.63837564
  1.779607   -2.7191324   2.451293    9.286922  ]"
deeplift,any,logit,baseline,original,"[-2.3912692  -1.503773   -1.2526037   0.7755717  -0.5404583  -1.357842
 -0.334288   -0.5568614  -0.40152258  1.0271331   1.3170542   0.53528637
 -0.30981025 -0.9363983   7.8416615 ]"
deeplift,any,logit,baseline,original,"[ 4.461348   -3.871579   -0.15665215 -0.82961214 -3.7709336  -0.42435837
  0.12167554  2.0994353   5.7119374 ]"
deeplift,any,logit,baseline,original,[-0.893085   1.4512562 -0.5522952  0.7630208  5.757448 ]
deeplift,any,logit,baseline,original,[-2.3250825 -3.6597688 -2.4598224  1.8122872]
deeplift,any,logit,baseline,original,"[-4.2417054  -1.1184633  -0.19331041 -3.464609   -1.0818439  -0.89389503
  0.21328458  0.3102941   1.2862128  -0.9030857  -1.0801758  -2.0625339
  6.7888775 ]"
deeplift,any,logit,baseline,original,"[-0.11124852  1.8930066  -1.0704569   0.0576649  -1.5600073  -0.10839806
  0.5188183   6.4733996 ]"
deeplift,any,logit,baseline,original,[-4.2085686  4.772694  -1.0693352 12.845557 ]
deeplift,any,logit,baseline,original,[ 2.3391116  -2.0406542  -0.38717175 18.768349  ]
deeplift,any,logit,baseline,original,"[-0.5574856   0.1456754   0.7352282   1.3729452   0.93134004  0.41732758
  0.7911125   0.18390992  0.9623269   0.7390659  -0.21993515  0.34532925
 -0.35684943  0.10492212 -2.7149985   0.02613252  7.036926  ]"
deeplift,any,logit,baseline,original,[ 1.3502846  -0.22188306 -0.9491706  -0.17614225  6.398494  ]
deeplift,any,logit,baseline,original,"[-1.438341    1.1360879  -1.1092489   1.0224501   0.03456528  1.2912811
 -1.9626751  -0.08146143  0.7474271   0.03636695  1.2372429   6.5796785 ]"
deeplift,any,logit,baseline,original,[-20.995724   -3.791058    0.8721059  13.620843 ]
deeplift,any,logit,baseline,original,"[ 0.7428795   0.78633475  0.1094725   1.3107848  -0.9393896   0.6611669
  7.172547  ]"
deeplift,any,logit,baseline,original,[11.527633    0.47375768  1.7335304  -0.13509937  5.8750825 ]
deeplift,any,logit,baseline,original,[ 1.0471497  0.1254953 -1.415113   0.894811   5.569592 ]
deeplift,any,logit,baseline,original,[-2.002788    0.6097398   0.09657936 -0.66824996 -0.6416989   3.2654316 ]
deeplift,any,logit,baseline,original,"[ 6.4550090e-01  2.1015106e-01 -2.3929022e-01  2.1722858e-01
  3.9125296e-01  2.4916194e-01  2.8505735e-03 -9.2983288e-01
  6.3429081e-01  1.7802598e+00 -1.6912448e-01  1.6281164e-01
 -4.4803894e-01  5.0898924e+00]"
deeplift,any,logit,baseline,original,"[-3.4228005  -3.317439   -1.2156942   0.27540368 -3.2833273   0.0554194
  0.66678977 -0.13593394 -0.16445066 -0.46735325  0.5375356   6.5615163 ]"
deeplift,any,logit,baseline,original,[-1.2558088   0.9392353   0.53678596  0.5325388   0.41710547  5.758077  ]
deeplift,any,logit,baseline,original,"[-2.1084464e+00  1.4700741e+00  9.1249257e-02  5.1873559e-01
 -4.0272778e-01  2.0955950e-03  6.8786997e-01  1.0395382e-01
 -1.2184126e+00  7.2675550e-01  1.2305740e+00  6.1162484e-01
 -7.0033956e-01  9.3573036e+00]"
deeplift,any,logit,baseline,original,"[-4.7259007   1.1037585   1.9060442   0.21267335 -0.6020726   0.17512228
  5.8997707 ]"
deeplift,any,logit,baseline,original,"[ 4.527858   -0.16345692  0.9374947   1.4235296   1.0056238   1.2112986
  5.438453  ]"
deeplift,any,logit,baseline,original,"[-0.85614324 -1.4463279   1.1803285  -1.3850634  -1.3785423  -1.021475
  0.74730015  1.2991416  -1.3024114  -1.3797227   1.3141768   0.10649683
  8.280477  ]"
deeplift,any,logit,baseline,original,"[-2.1686234  -0.52204335 -1.342756    0.18710087 -0.07559781 -0.5970578
 -0.9405942  -0.28423187  0.26707804 -0.63690734  2.2562459   0.314723
 -0.30675018  0.4813848  -1.3256689   1.0242056   0.16268812  6.279538  ]"
deeplift,any,logit,baseline,original,[ 0.00955629 -0.9245796  -0.4864053   2.1598096   7.306857  ]
deeplift,any,logit,baseline,original,"[10.215853  -5.2074523  3.5020714  2.8218508  2.1607034  0.7802155
 -0.822385 ]"
deeplift,any,logit,baseline,original,[ 1.1962435  -1.3124052  -2.6680834   0.24302012 -0.92094934]
deeplift,any,logit,baseline,original,"[-2.3043685   0.40255198 -0.6801997   0.17949288 -0.03259816 -0.8150583
 -1.0596126  -0.02661549  0.03139342 -0.9187353  -0.07390383  0.07416193
  0.7713758   0.2892549   0.2906928   0.1698902  -0.11899471 -0.06700364
  0.75040865  5.6767306 ]"
deeplift,any,logit,baseline,original,"[-0.5880556   3.1731339  -2.567529    0.85851914  0.9942114  -3.5541701
  0.52984154 -0.89954066  2.45743   ]"
deeplift,any,logit,baseline,original,"[ 2.041046   -1.5334615  -0.6096538   0.6774976   0.5622795   1.4902812
 -0.37862512 -0.8256443   4.641448  ]"
deeplift,any,logit,baseline,original,[-1.0029019   0.26824632  1.8721905   8.897226  ]
deeplift,any,logit,baseline,original,"[-2.0112574  -1.1646675   1.7883945   0.4351917  -0.43867227  0.02746527
  1.1207812   0.9005981   0.34241384  1.2554154   7.971404  ]"
deeplift,any,logit,baseline,original,[3.1589043 1.4193141 1.6607711 9.580669 ]
deeplift,any,logit,baseline,original,"[-1.291532   -0.83729976 -1.3193363  -0.6014317   0.8661991  -0.45477062
 -1.0566086  -0.3852952   0.60757643 -0.7354334  -1.39021    -0.23810068
 -0.25754994  8.416618  ]"
deeplift,any,logit,baseline,original,[ 0.92118055 -0.5663087  -0.2105937  -0.7272934  12.193338  ]
deeplift,any,logit,baseline,original,[1.6733644  1.5709767  1.2454323  0.3723838  0.13394968 5.239855  ]
deeplift,any,logit,baseline,original,"[ 1.4211123   0.00871883 -0.28604758 -1.22088    -1.1121979   0.48033652
  0.9059775  -0.0379227   0.6042675   0.71827024 -0.35608637  1.6886328
  0.22368407 -1.3356379   2.175367  ]"
deeplift,any,logit,baseline,original,"[ 1.6242604  -1.1938293   1.3692013   1.6171938  -0.9589259   0.09291616
 -0.70974493  7.3319683 ]"
deeplift,any,logit,baseline,original,"[-1.4229888   1.6951479  -1.7456596  -0.55261767 -0.21124844 -0.64447457
  0.27042732 -0.7797292  -1.2164776  -0.43039942 -1.4072394   0.11677202
 -0.55267483  0.30131727  0.08021083 -0.34434214  1.0849222   3.1942244 ]"
deeplift,any,logit,baseline,original,"[-5.4226065  -1.7922628  -0.5679159   0.4192293  -0.08990111 -1.0202492
  1.3197134   2.8331175  -2.3850539  -3.5456994   3.4718711   5.220552  ]"
deeplift,any,logit,baseline,original,"[-3.3619823 -1.5334303 -1.4016317  1.3747233  1.5844531 -0.8405938
  8.20869  ]"
deeplift,any,logit,baseline,original,[ 1.6067913  -1.8603642  -1.6815515  -1.8829991   0.32416162  2.4119508 ]
deeplift,any,logit,baseline,original,[-0.7229806  0.2745024  2.3609672 11.918999 ]
deeplift,any,logit,baseline,original,"[-5.8617315   2.4654064   0.6786258   1.984181    0.28140104 -0.41420224
  8.7447    ]"
deeplift,any,logit,baseline,original,"[-3.0630493   1.3505071  -0.54415727  0.11308484 -0.19884187  0.7714339
 -0.15530166 -0.78811777  7.3339396 ]"
deeplift,any,logit,baseline,original,[-3.6350143  2.3842325 -2.53522    0.774089   5.172312 ]
deeplift,any,logit,baseline,original,[40.641815   -1.402795    5.7317257  -0.53935444 -0.23058712  9.681141  ]
deeplift,any,logit,baseline,original,"[ 8.690185  -4.379729  -0.8309125 -6.319365   0.052477  -2.0065866
 -6.7626057]"
deeplift,any,logit,baseline,original,"[-5.266614   -0.80742365 -1.5679543   0.0443649  -1.7581036  -2.95363
  3.7629173   4.3575954 ]"
deeplift,any,logit,baseline,original,[ 1.5285214  -1.4574568   0.37866467  6.5651917 ]
deeplift,any,logit,baseline,original,[-2.1155837 -0.9599774  1.9114934  1.2483766  5.5845246]
deeplift,any,logit,baseline,original,"[-7.4671106 -5.982387   4.632055   2.3304982 -4.052064  -1.3746055
 13.532556 ]"
deeplift,any,logit,baseline,original,[ 2.28565   -1.5924764 -4.159598   9.384222 ]
deeplift,any,logit,baseline,original,"[ 5.6392899e+00 -8.5723466e-01  4.8222047e-01 -1.8209182e-03
  1.3337752e+00  3.2915277e+00]"
deeplift,any,logit,baseline,original,[-3.3177319   0.1342639  -0.02007198 -3.9684362  -1.1541088   6.597042  ]
deeplift,any,logit,baseline,original,"[-7.8636513   0.58860445 -1.5605046  -1.1829184  -0.6800163  -1.6124277
 -0.3311889  -0.11940946 -1.0790232  -0.5323709  -2.551096   -1.760672
  2.0379007  -0.44231945  0.24204637  0.85173327  7.0540805 ]"
deeplift,any,logit,baseline,original,[ 2.0426004 -2.3715353 -1.8122324 -2.1736574  6.4747353]
deeplift,any,logit,baseline,original,"[ 2.1894279  -1.2811351   0.67617714 -0.1640751  -0.45095253 -0.01746011
  0.65909946 -2.409192    0.22366868 -0.5387057   7.341237  ]"
deeplift,any,logit,baseline,original,[ 1.6872641  -1.3844168   1.2222753   0.09104203  1.3705853   5.4407654 ]
deeplift,any,logit,baseline,original,[-5.130873   -0.00568786 -0.24022223  1.0679369   5.159296  ]
deeplift,any,logit,baseline,original,[ 7.796789  -6.34096    0.7065571  4.6252813]
deeplift,any,logit,baseline,original,"[ 3.8602471   1.188145   -0.689527   -0.26071763  0.5045868  -0.30362016
  0.12760934  0.908352   -1.4156905  -0.72466475 -5.637031   12.729599  ]"
deeplift,any,logit,baseline,original,[-1.4974192   0.18662804 -0.5256233  11.914223  ]
deeplift,any,logit,baseline,original,"[ 0.92803955 -1.503466    0.44819033 -4.2619467  -0.9283792  -0.17106783
 -0.524778    1.1010045   0.5714282   0.8121002   0.2502383   0.00731511
  2.7233732   1.4393314   0.68809783  3.632598  ]"
deeplift,any,logit,baseline,original,[-2.0246832   0.07169732 -1.342874    5.550497  ]
deeplift,any,logit,baseline,original,[-0.18143606 -1.8906262   1.2404015  -0.5168606  -1.3642577  10.288905  ]
deeplift,any,logit,baseline,original,[-8.04492    -1.430253   -0.6047548  -0.54337126 -1.6178694   3.3209252 ]
deeplift,any,logit,baseline,original,[-2.3153455   0.15546979 -0.8844094  -1.4449409   3.7788258 ]
deeplift,any,logit,baseline,original,"[-2.6877174   1.1494547  -0.10385267  2.2201276  -1.4293017   1.505862
 -0.7034048  -0.33488116  0.17848359  0.20872046  1.0155809   0.4777228
 -1.148977   -0.05280077  4.8562546 ]"
deeplift,any,logit,baseline,original,[ 3.9978757  -1.7514377  -0.30112433  0.9686      6.5142245 ]
deeplift,any,logit,baseline,original,[ 3.2210228  1.4686835  1.6912074 -0.5775759 -1.0817993  5.5698547]
deeplift,any,logit,baseline,original,[ 2.8961263 -0.9337808  1.4475667  6.340448 ]
deeplift,any,logit,baseline,original,[-6.0468435 -1.23487    1.0632713  7.22488  ]
deeplift,any,logit,baseline,original,[-2.055524   -0.9722458   0.09589437 -7.433746  ]
deeplift,any,logit,baseline,original,[-7.3749046e+00 -4.6350366e-01 -2.9437542e-03  5.4837623e+00]
deeplift,any,logit,baseline,original,[-4.6483088  1.6228576 -1.2155571  7.0850816]
deeplift,any,logit,baseline,original,"[ 0.21830094  0.9535567   5.595059    0.0352659  -0.08002216  1.1423337
  2.068203  ]"
deeplift,any,logit,baseline,original,[-3.754584    1.1783798   1.3030764   1.1010513  -0.16115415  8.413841  ]
deeplift,any,logit,baseline,original,[-3.1937356   0.9068539   0.34501934  1.8405969   8.907013  ]
deeplift,any,logit,baseline,original,[ 5.422448   -2.9265642  -1.5340832  -0.65521306 -1.8580676 ]
deeplift,any,logit,baseline,original,"[-2.2906     -0.5064424  -1.6064566  -0.3332041  -0.05169111  0.48062623
  0.86340666  4.17387   ]"
deeplift,any,logit,baseline,original,"[ 1.2180656e-02 -1.9544655e+00 -1.6255265e+00 -5.6498140e-02
  1.2563003e+00  1.2387178e+01]"
deeplift,any,logit,baseline,original,"[-5.6775446   0.7090708   0.15474266  0.22959536  0.770296   -1.1702353
 -0.8096689   0.54011405  1.0113429  -0.04883687  0.61108685  6.9359827 ]"
deeplift,any,logit,baseline,original,"[ 9.34111    -3.440395   -1.7009667   0.4633096   1.298308    0.87360674
  4.8220153 ]"
deeplift,any,logit,baseline,original,"[ 0.2686274  -1.1300292  -0.32942265  0.06986154  1.5833155  -0.11049704
  1.0914344  -1.3873631   2.3584785  -0.9196254   0.6240511   2.1688588 ]"
deeplift,any,logit,baseline,original,[-4.7471256   0.5815293  -0.42792976 -0.1903109  -0.8237828   8.697178  ]
deeplift,any,logit,baseline,original,[-1.5705395   1.0367469   0.73921263 -0.03308964 -1.213073    6.7956295 ]
deeplift,any,logit,baseline,original,[-4.247101   -0.06132713 -2.4221294  -0.9163024   4.3858166  12.5454445 ]
deeplift,any,logit,baseline,original,"[ 2.2594817 -2.8283134  2.234004   2.138428   1.6210978  1.1790986
  1.6908922 -1.0300503 -1.6014832  7.1482353]"
deeplift,any,logit,baseline,original,[ 2.8551123  -0.302481   -0.04677194 -3.114686    1.4881523   5.2036963 ]
deeplift,any,logit,baseline,original,[-2.2928412  1.8023434 -1.1838104 -0.8607623  1.3563138 14.152307 ]
deeplift,any,logit,baseline,original,"[ 5.9956913  -3.0800729   0.55198663  0.9540901  -0.2900439   0.16744582
  7.8524585 ]"
deeplift,any,logit,baseline,original,[-0.18845992 -1.196538   -1.0870126  -1.0767348   8.962701  ]
deeplift,any,logit,baseline,original,"[-3.462317   -2.6544294  -0.34454942 -1.3654287   0.3399579  -0.9438422
 -0.6054888  19.502796  ]"
deeplift,any,logit,baseline,original,"[-6.7969885   1.8363853   0.19416338 -0.8063897  -2.0014722  -0.5200941
 -0.01435404  0.8587353  -3.5611978   0.462374    1.3188926  10.594233  ]"
deeplift,any,logit,baseline,original,[-11.827829    -2.4469867   -1.5161198   -0.91001827   7.341382  ]
deeplift,any,logit,baseline,original,"[-3.8884077  -0.68451875  0.2778921  -0.45959383 -0.03362675 -0.93249285
  0.5138115  -0.6825723  -0.20756257 -0.5220408   0.6842495  -1.872074
  0.30202073  0.12619069  0.23395817 -1.5414478  -2.1672974  -0.12673783
  0.8121154   6.8017607 ]"
deeplift,any,logit,baseline,original,"[ 0.0898684  -1.5398076  -1.4449544   0.14545634 -0.4674405   0.45911723
 -1.88786    -1.0105428  -3.7916272  -1.7073512   6.557574   -1.1719763
 -1.9683298   1.4443218 ]"
deeplift,any,logit,baseline,original,"[-3.8407831e+00 -1.4696335e+00 -3.7133360e-01 -1.0048234e+00
 -1.3181338e+00 -3.1742163e+00  2.0925099e-01  1.2165636e-02
  1.4498001e-01  3.1213111e-01  2.4710272e+01]"
deeplift,any,logit,baseline,original,[-3.4834998  -0.30812675 -0.70504135  1.2129197   6.0072203 ]
deeplift,any,logit,baseline,original,"[-4.779899   -0.00690699 -1.3812933  -1.9034886  -1.0299723  -0.7562989
 -5.9307566  -2.1930811  -0.08438545 -0.10775951 -0.04635155  3.4232957 ]"
deeplift,any,logit,baseline,original,"[-1.3899474  -0.14460254 -0.29202804 -0.18842646 -0.63421065 -0.16415824
 -0.02580914 -1.1121888   2.3691373   0.5470044   0.324957    2.3133812 ]"
deeplift,any,logit,baseline,original,[-5.352708    3.590252   -0.81149584  8.406897  ]
deeplift,any,logit,baseline,original,"[ 0.6308962  -0.03890422 -0.06645653 -0.924052   -0.35504705  0.25081736
 -1.6308458   0.6118126   0.5013658   0.9305805  -0.21958861  0.4347667
 -0.6090741   1.091379    5.8205595   0.16825733 -0.70273733 -2.0262933
  5.5728717 ]"
deeplift,any,logit,baseline,original,"[-0.58961415  1.5496721  -1.3623132   0.6085046  -0.01519044 -0.5011065
 -3.8171976  -1.8941233   2.0741975 ]"
deeplift,any,logit,baseline,original,"[-0.6864104  -0.33547676 -0.4379486  -0.64061856 -0.30496266  0.02378685
 -1.5002148  -0.5360075   0.09117419  0.83502734  0.8509534   0.26814884
  4.9927707 ]"
deeplift,any,logit,baseline,original,"[-3.9119568   1.9471397  -0.4161744   1.379422    0.5069349  -0.09182903
 -0.60629725  8.38681   ]"
deeplift,any,logit,baseline,original,"[-0.24776459 -0.89724714 -0.04945577 -0.11003292 -1.1814421  -0.31907845
  0.21684575 -1.007943   -2.1829014  -1.3545136  -0.28636995 -0.5981534
  0.291839   -0.17694843  0.1258398  -1.0606294   0.7431262   4.866005  ]"
deeplift,any,logit,baseline,original,[-1.6774997   1.1592956   0.19957861 -1.0622368  -1.5294323   5.3720894 ]
deeplift,any,logit,baseline,original,[-2.6021347 -1.0253108 -2.736609   7.0571513]
deeplift,any,logit,baseline,original,"[-4.1845136  -3.0914707  -2.6614919  -2.4030905  -0.63739884 -0.7812078
 -0.78405106  0.97682965 -1.7157993  -0.14595938 14.598268  ]"
deeplift,any,logit,baseline,original,"[-8.592734   -1.8059852  -1.5169212  -0.64946353 -0.2559019  -0.5687733
  0.05052584  1.2621865   2.377244    0.882939   -1.953135    1.7372073 ]"
deeplift,any,logit,baseline,original,"[-2.634343  -1.791257   0.6272177 -0.8931705 -0.5950819  1.8704221
  3.5463023 -2.0802224  0.4683004  8.183629 ]"
deeplift,any,logit,baseline,original,"[ 0.6695397  -0.40372622  0.5613591  -0.13318843 -1.1144245   2.2295117
  1.1280245  -0.27572322 -0.6304387   4.1771755 ]"
deeplift,any,logit,baseline,original,"[-4.474176   -1.481514   -1.1328206  -0.41941968 -3.185808   -1.0488846
 -3.69658     0.0279429  -1.2429048   0.06252135 -2.793059  ]"
